Vehicle Model,Battery Capacity (kWh),Charging Station Location,Energy Consumed (kWh),Charging Rate (kW),Charging Time Difference (minutes),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Energy per 100 km (kWh/100 km),Charging Cost (USD),Long Session
Tesla Model 3,65.01150373,Houston,50.53392944,25.3931289,111,Evening,Wednesday,89.78610736,100,35.21001635,33.70153747,5,DC Fast Charger,Commuter,143.5214598,20.21357178,Normal
Hyundai Kona,68.11532811,Los Angeles,59.28165534,31.69834776,151,Evening,Saturday,41.80348273,100,173.5652271,-3.365065403,5,Level 2,Commuter,34.15526044,14.82041383,Normal
Hyundai Kona,87.63633644,Los Angeles,40.33154369,40.16515391,88,Morning,Tuesday,29.09332228,75.11480757,140.9859072,14.60602509,4,DC Fast Charger,Commuter,28.60679092,16.13261748,Normal
Nissan Leaf,89.265913,San Francisco,31.82497576,18.30132076,95,Morning,Tuesday,16.77438764,52.42626717,239.1247727,34.03933867,6,DC Fast Charger,Long-Distance Traveler,13.30894136,12.7299903,Normal
Nissan Leaf,87.45766641,Los Angeles,12.13504963,29.9956791,121,Evening,Saturday,28.62568139,42.5010226,6.116014929,35.20374697,2,Level 1,Casual Driver,198.4143232,1.577556452,Long Session
Nissan Leaf,82.72158648,New York,79.66668668,50.03989333,141,Evening,Wednesday,33.27935519,100,39.41866624,25.00315405,8,Level 2,Commuter,202.1039631,19.91667167,Normal
Nissan Leaf,70.04447026,San Francisco,41.12979034,30.48014742,86,Morning,Sunday,17.64445183,76.36399127,89.61962157,-0.323403106,6,Level 1,Casual Driver,45.89373356,5.346872744,Normal
Hyundai Kona,81.27178954,New York,22.63040395,6.532640671,136,Morning,Sunday,34.96138468,62.80672201,126.3221887,24.98891266,6,Level 1,Commuter,17.91482889,2.941952514,Long Session
Tesla Model 3,63.12750828,New York,21.59635924,29.65690132,159,Afternoon,Friday,42.57447862,76.7851735,144.7233678,0.883034532,4,Level 1,Long-Distance Traveler,14.92251014,2.807526701,Long Session
Hyundai Kona,80.25694171,San Francisco,43.4073029,20.93266341,131,Morning,Tuesday,56.95447884,100,215.2674659,43.45426295,3,Level 2,Commuter,20.1643582,10.85182573,Long Session
BMW i3,46.91096542,Chicago,74.06588817,9.800325309,90,Morning,Tuesday,67.47637935,100,97.16095287,17.80771429,2,DC Fast Charger,Commuter,76.23009654,29.62635527,Normal
Nissan Leaf,60.21667714,New York,30.62915075,38.64537952,211,Afternoon,Friday,2.920290559,53.78518746,244.828873,12.94905915,2,DC Fast Charger,Casual Driver,12.51043244,12.2516603,Normal
Chevy Bolt,77.08992785,San Francisco,6.834635351,46.78644687,171,Morning,Tuesday,24.53368663,33.39948212,4.860652788,15.65017976,5,Level 1,Casual Driver,140.6114703,0.888502596,Normal
Tesla Model 3,111.4041728,Houston,55.62727857,23.07165795,163,Night,Monday,10.79786797,60.73071803,33.00842253,29.71692626,1,Level 2,Long-Distance Traveler,168.5244986,13.90681964,Normal
Nissan Leaf,99.5555014,New York,11.15033167,39.77078127,143,Evening,Tuesday,49.68594115,60.88605717,236.6491733,-13.25078479,2,Level 2,Long-Distance Traveler,4.711756021,2.787582917,Normal
Nissan Leaf,77.51074047,New York,32.73243892,30.6030227,194,Evening,Friday,28.10093029,70.33048288,272.7212538,-11.53607889,3,Level 2,Long-Distance Traveler,12.00215915,8.183109729,Normal
Tesla Model 3,76.96488195,San Francisco,56.76848833,17.53766564,61,Evening,Saturday,22.96413988,96.72308928,119.8151976,26.04373739,4,DC Fast Charger,Casual Driver,47.38003981,22.70739533,Normal
Nissan Leaf,79.14456328,Houston,83.40569659,30.88648006,166,Night,Friday,40.10602846,100,149.1699435,27.47320882,3,DC Fast Charger,Casual Driver,55.91320519,33.36227864,Normal
Hyundai Kona,105.1620648,Houston,61.8166251,18.358194,109,Night,Friday,31.62969916,90.41194659,252.618042,12.77646449,2,Level 1,Casual Driver,24.47039198,8.036161263,Long Session
BMW i3,55.67025861,Houston,28.91385828,37.42854046,29,Evening,Friday,73.79403409,100,160.9312051,-15.5355565,1,Level 1,Casual Driver,17.96659527,3.758801576,Normal
Tesla Model 3,89.85207645,San Francisco,43.66757129,38.53529889,124,Morning,Monday,20.18880406,68.78820546,94.25319255,14.02633716,3,Level 1,Commuter,46.33007128,5.676784268,Normal
Tesla Model 3,70.88236992,Los Angeles,42.8208973,24.69289333,166,Morning,Saturday,34.49010769,94.90131762,201.9703162,-1.153399499,1,Level 2,Commuter,21.20157957,10.70522433,Normal
Nissan Leaf,70.00393927,Houston,41.82270917,39.84106537,147,Night,Monday,38.69612775,98.43949305,86.80562419,4.18694528,2,Level 1,Commuter,48.17972286,5.436952192,Long Session
BMW i3,75.61112604,Chicago,71.0000709,23.73141488,69,Morning,Tuesday,46.06105446,100,141.2033417,5.075230599,5,DC Fast Charger,Long-Distance Traveler,50.28214634,28.40002836,Normal
Hyundai Kona,78.14072771,San Francisco,36.58717638,26.24829715,262,Night,Wednesday,81.86002931,100,279.3812904,31.16202432,4,DC Fast Charger,Casual Driver,13.09578616,14.63487055,Long Session
Hyundai Kona,46.88163789,Houston,7.358742526,19.28187927,123,Night,Friday,27.01066601,42.70709399,61.80594444,55.54349944,4,Level 2,Commuter,11.90620513,1.839685632,Normal
BMW i3,74.35317394,San Francisco,28.2736152,26.85509631,202,Night,Wednesday,27.75160227,65.77770621,13.96242303,25.92992472,5,Level 2,Casual Driver,202.4979128,7.068403801,Long Session
Chevy Bolt,85.1500169,New York,75.58103452,42.40994484,298,Afternoon,Tuesday,35.17911525,100,227.7902094,15.76448952,6,Level 1,Commuter,33.1801067,9.825534487,Long Session
Hyundai Kona,85.01203093,New York,2.563939686,28.89222502,171,Evening,Monday,69.74862003,72.76459277,167.4571907,21.30678514,4,Level 1,Commuter,1.531101576,0.333312159,Long Session
Hyundai Kona,84.88861529,New York,5.21182158,4.722652552,154,Afternoon,Friday,42.50087316,48.64047335,172.8665918,-9.909515804,7,DC Fast Charger,Long-Distance Traveler,3.014938587,2.084728632,Long Session
Hyundai Kona,51.77236543,New York,23.83765783,25.70672157,167,Evening,Tuesday,85.91982281,100,105.7392475,10.20831452,5,DC Fast Charger,Commuter,22.54381263,9.535063132,Normal
Nissan Leaf,64.04942247,New York,60.0811231,24.12985989,12,Night,Tuesday,40.83837523,100,357.7286349,11.2356112,4,DC Fast Charger,Commuter,16.79516741,24.03244924,Normal
Hyundai Kona,77.84585405,Houston,58.30652542,19.42777444,156,Night,Tuesday,21.64631146,96.54628672,142.4662647,49.91046447,7,DC Fast Charger,Casual Driver,40.92654887,23.32261017,Long Session
BMW i3,111.2659299,Houston,34.30170102,23.9100626,181,Night,Tuesday,56.06192212,86.89049746,93.98967602,12.23135448,4,DC Fast Charger,Long-Distance Traveler,36.49517955,13.72068041,Normal
Nissan Leaf,97.96763919,Houston,80.23247601,52.83818984,164,Morning,Friday,43.128964,100,251.9671376,6.884084375,1,Level 1,Commuter,31.84243659,10.43022188,Normal
Nissan Leaf,67.67756847,New York,37.39513487,25.49793024,102,Evening,Tuesday,14.49577301,69.750617,103.0375748,45.06160591,1,DC Fast Charger,Casual Driver,36.29271646,14.95805395,Normal
BMW i3,65.72783994,New York,31.94190253,26.17144911,155,Morning,Friday,23.74285354,72.34007287,139.5849204,25.17195122,2,Level 2,Commuter,22.88349087,7.985475633,Normal
Hyundai Kona,82.66257364,Los Angeles,14.37359381,22.31837816,87,Afternoon,Sunday,61.71355903,79.10183183,228.2788898,15.59428413,6,DC Fast Charger,Long-Distance Traveler,6.296505918,5.749437523,Normal
BMW i3,81.43218796,San Francisco,5.554622861,25.73967258,166,Morning,Monday,54.19448064,61.01564436,126.9615714,14.53830367,6,Level 2,Casual Driver,4.375042621,1.388655715,Long Session
Tesla Model 3,73.25918862,New York,43.06092485,21.86693911,132,Night,Wednesday,56.4156934,100,291.6328579,-11.25323302,2,Level 1,Commuter,14.76545721,5.597920231,Long Session
BMW i3,82.10148011,Houston,43.2820597,18.84408555,152,Morning,Sunday,90.74139779,100,101.9467899,29.05828624,2,Level 1,Commuter,42.45553953,5.626667762,Long Session
Chevy Bolt,55.79077027,Chicago,33.02015703,26.76393942,42,Evening,Thursday,36.44362167,95.62932006,58.45147362,20.32550955,4,Level 1,Commuter,56.49157324,4.292620413,Normal
Tesla Model 3,66.03714008,Los Angeles,23.91740222,41.04960068,159,Night,Friday,62.37941543,98.59752269,78.18628891,40.00569645,3,DC Fast Charger,Long-Distance Traveler,30.59027684,9.56696089,Long Session
Chevy Bolt,79.7598471,Chicago,38.99666799,24.38276476,159,Evening,Monday,58.37296618,100,7.170082603,30.01766889,5,Level 1,Commuter,543.8803171,5.069566839,Long Session
Chevy Bolt,93.35071482,Chicago,39.86646291,43.03224788,164,Evening,Sunday,51.49185058,94.19796482,168.6985878,5.573395513,0,DC Fast Charger,Long-Distance Traveler,23.63177038,15.94658516,Normal
Tesla Model 3,83.21905485,Los Angeles,27.08102041,9.070191501,185,Afternoon,Monday,38.9628784,71.5047289,174.6693999,14.02505943,4,DC Fast Charger,Commuter,15.50415839,10.83240817,Long Session
Hyundai Kona,73.82963887,Houston,82.1153583,51.85621553,140,Evening,Sunday,20.43891814,100,104.203396,7.350269367,4,Level 1,Long-Distance Traveler,78.80295793,10.67499658,Normal
Nissan Leaf,94.29863578,Houston,52.24236316,40.33941125,57,Evening,Friday,30.1313307,85.53230519,152.7807766,-0.940130472,2,DC Fast Charger,Casual Driver,34.19433016,20.89694526,Normal
Chevy Bolt,47.81439223,Los Angeles,31.99182208,23.68454579,22,Evening,Wednesday,49.30815127,100,128.4144798,43.04980392,1,Level 2,Commuter,24.91293983,7.99795552,Normal
BMW i3,92.2399851,New York,25.92884468,21.66079676,205,Morning,Wednesday,42.79285778,70.90305821,104.2394252,-9.900642118,7,Level 1,Long-Distance Traveler,24.87431663,3.370749809,Long Session
Chevy Bolt,83.34224058,Chicago,14.01318095,39.57400741,150,Evening,Wednesday,81.06236596,97.87638591,98.9456714,-8.436193971,4,Level 1,Commuter,14.16250025,1.821713524,Long Session
BMW i3,53.57379712,New York,35.91076643,28.90073428,178,Evening,Friday,15.99628813,83.02675519,29.09284147,5.649883539,6,DC Fast Charger,Commuter,123.4350604,14.36430657,Normal
Chevy Bolt,80.01031267,Houston,26.29116653,40.78809863,67,Night,Friday,30.48978057,63.34950284,278.3455712,18.48074223,1,Level 1,Commuter,9.445512791,3.417851649,Normal
BMW i3,71.55881384,Houston,34.17266791,39.12139503,141,Morning,Friday,30.44442386,78.19908338,117.5271491,19.23945498,2,Level 2,Commuter,29.07640335,8.543166977,Long Session
Tesla Model 3,94.26347938,Chicago,17.36927195,37.22582528,131,Evening,Saturday,31.66003215,50.08633263,75.84708195,13.90422464,5,DC Fast Charger,Long-Distance Traveler,22.90038259,6.947708781,Normal
Tesla Model 3,74.07983393,New York,65.56481973,30.20898514,63,Evening,Wednesday,68.41608644,100,205.8917615,-18.32254807,4,DC Fast Charger,Long-Distance Traveler,31.84431433,26.22592789,Normal
Tesla Model 3,50.92565361,Los Angeles,30.07195621,20.37329503,236,Evening,Tuesday,63.74173817,100,192.3227439,20.84220993,2,Level 2,Commuter,15.63619341,7.517989052,Normal
Nissan Leaf,39.38898961,Chicago,52.00053561,18.77945568,142,Afternoon,Saturday,41.51038963,100,224.8687938,10.94949626,5,DC Fast Charger,Casual Driver,23.12483414,20.80021424,Normal
Tesla Model 3,92.50970524,Chicago,45.61993774,50.64266445,176,Afternoon,Saturday,11.12070237,60.43437992,185.6725402,11.79136888,6,Level 1,Casual Driver,24.57010482,5.930591907,Normal
Hyundai Kona,49.41536048,Los Angeles,39.43832768,17.36363228,143,Night,Monday,51.58145247,100,243.8648325,33.93199164,3,Level 1,Commuter,16.17220789,5.126982598,Normal
Chevy Bolt,87.85829084,San Francisco,17.14245156,24.0769387,153,Morning,Friday,38.42375288,57.93523141,358.0833213,15.96708011,5,Level 2,Casual Driver,4.787280093,4.285612889,Long Session
Nissan Leaf,66.04196694,San Francisco,21.45715319,0.649532026,104,Evening,Tuesday,34.16298378,66.65316264,141.246542,32.37857679,3,Level 1,Long-Distance Traveler,15.19127681,2.789429914,Long Session
Tesla Model 3,69.40409255,Los Angeles,60.65991083,40.46522941,199,Evening,Wednesday,38.35572284,100,75.56180599,-1.104245043,4,Level 2,Casual Driver,80.27853496,15.16497771,Long Session
Chevy Bolt,94.24299903,San Francisco,44.99908372,47.0900733,151,Evening,Saturday,48.14092857,95.88886124,192.4581845,25.86044866,6,Level 2,Casual Driver,23.38122634,11.24977093,Normal
Chevy Bolt,82.13834423,New York,28.9417038,37.32101482,155,Morning,Wednesday,72.79609179,100,63.92804667,-0.676538327,3,DC Fast Charger,Commuter,45.27231052,11.57668152,Normal
BMW i3,39.5121151,San Francisco,30.12241688,7.549790579,131,Afternoon,Saturday,46.82454728,100,122.4665563,-6.225046096,2,Level 2,Long-Distance Traveler,24.59644313,7.530604219,Long Session
BMW i3,67.7951829,Los Angeles,10.80523098,21.25289604,218,Night,Thursday,69.02452842,84.96257964,64.4907742,0.256911914,3,Level 1,Commuter,16.75469261,1.404680027,Long Session
Chevy Bolt,70.13226876,New York,70.21074522,31.87066775,139,Morning,Wednesday,53.4170663,100,169.5790531,-4.439568179,3,Level 2,Long-Distance Traveler,41.40295865,17.5526863,Normal
Nissan Leaf,84.72070856,Chicago,26.4702333,38.29078656,146,Morning,Wednesday,1.502458984,32.74657126,91.26554437,22.68666409,3,Level 2,Long-Distance Traveler,29.00353412,6.617558325,Normal
Tesla Model 3,67.75749258,New York,22.50850661,41.21043522,115,Night,Saturday,65.88254641,99.10176064,212.1378092,22.61560697,7,DC Fast Charger,Long-Distance Traveler,10.61032293,9.003402646,Normal
Chevy Bolt,76.71184358,New York,67.99270338,1.73036783,183,Evening,Tuesday,93.15548993,100,140.744561,13.71387631,6,DC Fast Charger,Casual Driver,48.30929371,27.19708135,Long Session
BMW i3,45.06381504,Los Angeles,67.60597795,39.82710186,67,Evening,Saturday,51.61639876,100,126.7973364,6.512763313,5,Level 2,Commuter,53.31813734,16.90149449,Normal
Chevy Bolt,53.23026143,San Francisco,74.79967496,8.154821768,8,Afternoon,Tuesday,82.14504376,100,315.4228029,27.80027107,1,Level 1,Commuter,23.71409875,9.723957744,Normal
BMW i3,84.87686534,New York,77.88059483,26.28682829,140,Morning,Saturday,40.49565219,100,6.428781233,26.35477343,2,Level 2,Commuter,1211.436383,19.47014871,Long Session
Hyundai Kona,55.79579507,Houston,1.103182866,25.80139436,107,Night,Saturday,54.2053079,56.18248712,129.9119287,20.06413715,2,DC Fast Charger,Casual Driver,0.849177498,0.441273146,Normal
Chevy Bolt,42.76196366,San Francisco,91.77220946,10.63424911,193,Morning,Wednesday,50.25864421,100,122.039212,23.27862682,1,Level 2,Long-Distance Traveler,75.19895285,22.94305237,Normal
Chevy Bolt,74.99928797,Los Angeles,25.52269772,19.30233717,257,Evening,Saturday,37.78585251,71.81643921,300.2744073,5.336770958,6,DC Fast Charger,Long-Distance Traveler,8.499791225,10.20907909,Long Session
Hyundai Kona,73.78709265,Houston,102.1987768,22.02368944,107,Evening,Friday,24.6163673,100,79.50622986,28.19688187,5,Level 2,Casual Driver,128.5418475,25.54969419,Normal
Tesla Model 3,52.73595216,Chicago,65.38387697,38.53507085,229,Night,Sunday,22.0252794,100,110.3823317,9.606284252,4,DC Fast Charger,Commuter,59.234006,26.15355079,Normal
Hyundai Kona,85.29324529,Houston,35.87863859,25.6924764,144,Night,Friday,28.28125223,70.34629321,252.4772027,18.94237214,8,DC Fast Charger,Commuter,14.21064484,14.35145543,Long Session
Tesla Model 3,68.48443349,New York,23.37422518,31.19998181,67,Morning,Friday,59.07535734,93.20606995,47.37090865,27.99705421,4,DC Fast Charger,Commuter,49.34299519,9.349690071,Normal
Hyundai Kona,75.28584591,Los Angeles,44.85729137,41.79649907,83,Morning,Friday,58.38408115,100,148.3118457,19.1262788,3,DC Fast Charger,Commuter,30.24525194,17.94291655,Normal
BMW i3,69.9019445,New York,47.03433069,24.11414777,168,Evening,Wednesday,26.55499819,93.84115313,214.3144225,-23.15941593,2,Level 1,Commuter,21.94641413,6.11446299,Normal
Nissan Leaf,70.56338379,Houston,42.31318167,26.12896603,42,Morning,Saturday,58.76518139,100,138.131039,39.78841048,4,DC Fast Charger,Long-Distance Traveler,30.63263837,16.92527267,Normal
Hyundai Kona,65.59522671,Houston,76.8894236,43.34627059,83,Morning,Monday,75.47019902,100,235.33241,43.83275687,3,Level 1,Casual Driver,32.67268779,9.995625068,Normal
Tesla Model 3,78.11181788,Chicago,64.03758785,18.31599806,157,Morning,Wednesday,116.1771083,100,139.325787,6.742042635,3,Level 1,Commuter,45.96248061,8.32488642,Long Session
Tesla Model 3,75.32797235,Houston,33.54923118,42.26941563,85,Afternoon,Tuesday,19.09706038,63.6346075,139.691453,19.71458438,6,Level 1,Commuter,24.01666706,4.361400054,Normal
Nissan Leaf,69.12553597,Los Angeles,36.70356131,10.18576766,68,Morning,Monday,30.66302973,83.75999426,132.3921548,26.9068585,3,Level 1,Long-Distance Traveler,27.72336575,4.771462971,Normal
BMW i3,86.0608217,Houston,61.41550755,24.03961455,150,Morning,Tuesday,14.77564753,86.13855849,47.38994503,13.6984551,1,Level 1,Long-Distance Traveler,129.5960726,7.984015982,Long Session
BMW i3,61.77566303,Los Angeles,28.8898164,40.67161566,92,Night,Friday,77.41931637,100,59.78150236,18.48894274,5,Level 2,Long-Distance Traveler,48.32567812,7.222454101,Normal
Tesla Model 3,37.67001288,Houston,65.13607771,2.219081838,68,Afternoon,Saturday,50.55213488,100,246.6909912,12.93522992,4,Level 1,Casual Driver,26.40391423,8.467690102,Normal
BMW i3,75.73725902,Chicago,30.44450913,26.5271823,162,Evening,Thursday,45.05203127,85.24956353,2.165430462,0.576525501,6,Level 1,Long-Distance Traveler,1405.933355,3.957786187,Long Session
Hyundai Kona,61.27899442,Chicago,58.43096618,37.83500981,190,Evening,Saturday,43.24800042,100,209.9135101,27.07788602,4,Level 1,Casual Driver,27.83573394,7.596025603,Long Session
Chevy Bolt,106.594265,Los Angeles,58.42357851,9.562521606,138,Evening,Sunday,79.6779166,100,109.2500765,23.80851617,5,DC Fast Charger,Commuter,53.47692229,23.3694314,Long Session
Hyundai Kona,84.58319778,Houston,26.27716196,22.91184127,108,Evening,Tuesday,54.10469311,85.17133832,167.7750246,3.913529139,3,Level 1,Long-Distance Traveler,15.66214162,3.416031055,Long Session
Chevy Bolt,75.65639014,Houston,13.36825294,45.27779826,85,Afternoon,Saturday,25.26827618,42.9379706,230.3150885,1.655540261,5,Level 2,Casual Driver,5.804332243,3.342063236,Normal
BMW i3,62.69368229,San Francisco,30.73345948,8.447987346,89,Evening,Saturday,46.32279936,95.34442061,55.56634712,26.8249621,4,DC Fast Charger,Long-Distance Traveler,55.3094833,12.29338379,Long Session
Chevy Bolt,68.12512937,New York,29.61272622,23.21402396,90,Morning,Wednesday,73.88771207,100,214.3995216,10.39522593,4,Level 1,Commuter,13.8119367,3.849654408,Normal
Nissan Leaf,59.41575287,Los Angeles,61.50272287,25.99123157,68,Night,Wednesday,48.98684089,100,196.2750346,2.36847967,3,Level 2,Casual Driver,31.33496983,15.37568072,Normal
BMW i3,92.96330217,San Francisco,62.59863487,40.85541729,114,Morning,Friday,72.48805676,100,77.60642863,1.256128917,3,Level 1,Casual Driver,80.66166163,8.137822533,Normal
Chevy Bolt,60.0187218,New York,70.42337301,29.59659043,185,Afternoon,Saturday,5.220932315,100,112.12885,23.02221548,3,Level 1,Commuter,62.80575694,9.155038492,Long Session
Tesla Model 3,87.19189038,San Francisco,76.00565856,20.05740931,180,Evening,Tuesday,62.09779746,100,255.2518882,9.0927915,0,DC Fast Charger,Casual Driver,29.77672725,30.40226342,Long Session
Hyundai Kona,58.50161869,Chicago,19.77518922,51.02674379,169,Morning,Friday,38.53448286,72.33728979,263.9383355,0.910938288,0,Level 1,Long-Distance Traveler,7.492352022,2.570774599,Normal
Nissan Leaf,59.85173164,Los Angeles,46.26664521,31.86791815,132,Afternoon,Friday,59.36294175,100,115.6442932,5.579384677,5,DC Fast Charger,Casual Driver,40.00772016,18.50665809,Normal
Nissan Leaf,43.24205546,Chicago,17.32343019,6.450933632,99,Night,Saturday,50.74304965,90.80458237,250.4343039,47.28789863,4,Level 1,Commuter,6.917355141,2.252045925,Normal
